Ship Mode,Region,Origin_Factory,Distance_Miles,Units,Delivery_Time_Days
Same Day,Interior,Wicked Choccy's,849.6304200673889,2,0
Same Day,Interior,Lot's O' Nuts,1469.8139252182184,4,0
Second Class,Interior,Lot's O' Nuts,971.8937609924294,8,5
Second Class,Pacific,Wicked Choccy's,2354.810683422382,1,3
First Class,Interior,Lot's O' Nuts,1001.5225773119765,5,2
Standard Class,Pacific,Wicked Choccy's,2358.5047550682953,1,7
Second Class,Gulf,Wicked Choccy's,673.8363049217684,2,4
Standard Class,Pacific,Lot's O' Nuts,386.83003298734036,5,7
Same Day,Pacific,Lot's O' Nuts,309.4383475608288,7,0
First Class,Atlantic,Lot's O' Nuts,1682.9124494295002,2,2
Same Day,Pacific,Lot's O' Nuts,309.4383475608288,9,0
Standard Class,Gulf,Wicked Choccy's,127.59137146976987,4,5
Standard Class,Interior,Wicked Choccy's,593.1848280313221,6,5
Standard Class,Interior,Lot's O' Nuts,1495.464112195546,2,6
First Class,Pacific,Lot's O' Nuts,1161.1671330014183,1,1
Standard Class,Pacific,Lot's O' Nuts,604.8917959518899,4,5
Second Class,Pacific,Wicked Choccy's,2147.2087400803284,4,3
First Class,Pacific,Lot's O' Nuts,378.36278410044537,8,2
Standard Class,Pacific,Lot's O' Nuts,318.25023703183496,3,5
Standard Class,Interior,Sugar Shack,662.5471970044267,4,6
Second Class,Interior,Lot's O' Nuts,929.7247162626177,1,4
Standard Class,Pacific,Lot's O' Nuts,387.99286355234057,2,7
Second Class,Interior,Wicked Choccy's,869.5019688496079,1,5
Second Class,Interior,Lot's O' Nuts,1452.2797128658538,1,5
Second Class,Interior,Wicked Choccy's,869.5019688496079,4,4
Standard Class,Pacific,Wicked Choccy's,2358.5047550682953,7,6
Second Class,Interior,Wicked Choccy's,889.1465405915397,1,5
Standard Class,Atlantic,Wicked Choccy's,634.3251241137547,8,7
First Class,Atlantic,Wicked Choccy's,563.1603900563654,7,2
First Class,Interior,Lot's O' Nuts,1685.5735451477588,6,1
First Class,Interior,Wicked Choccy's,920.2494066294239,8,1
Standard Class,Pacific,Wicked Choccy's,2098.578256472988,2,6
Second Class,Atlantic,Lot's O' Nuts,2142.2345958934734,1,5
Standard Class,Atlantic,Lot's O' Nuts,1976.1123133386293,2,6
Standard Class,Pacific,Lot's O' Nuts,688.8830311589684,2,5
Second Class,Atlantic,Wicked Choccy's,715.9906920347423,5,4
Standard Class,Pacific,Wicked Choccy's,2354.839579523309,8,6
Standard Class,Pacific,Lot's O' Nuts,319.06007095999223,4,6
First Class,Atlantic,Wicked Choccy's,716.1677373489346,7,2
First Class,Interior,Lot's O' Nuts,1452.2797128658538,2,1
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,1,6
Standard Class,Pacific,Lot's O' Nuts,688.8830311589684,4,6
Standard Class,Pacific,Lot's O' Nuts,450.35137197821376,2,7
First Class,Pacific,Lot's O' Nuts,1161.621416898878,1,2
Standard Class,Atlantic,Wicked Choccy's,640.6049843135982,2,7
Second Class,Atlantic,Lot's O' Nuts,2078.6537691730177,7,3
First Class,Gulf,Lot's O' Nuts,1439.3058184707254,4,1
Standard Class,Pacific,Wicked Choccy's,2139.912332310119,3,5
Standard Class,Pacific,Lot's O' Nuts,51.8987654986164,8,5
First Class,Interior,Wicked Choccy's,898.3148290224239,6,1
Standard Class,Atlantic,Wicked Choccy's,640.4214007710173,2,6
Standard Class,Pacific,Lot's O' Nuts,1161.1671330014183,2,5
First Class,Pacific,Wicked Choccy's,2401.64471699006,2,2
Same Day,Interior,Lot's O' Nuts,1265.330347455576,14,0
Standard Class,Gulf,Wicked Choccy's,198.66723579544606,3,6
Standard Class,Pacific,Lot's O' Nuts,309.4383475608288,3,7
First Class,Pacific,Wicked Choccy's,2401.64471699006,11,1
Standard Class,Atlantic,Wicked Choccy's,640.6049843135982,8,7
Second Class,Pacific,Wicked Choccy's,2399.6650051013826,4,3
Second Class,Pacific,Lot's O' Nuts,385.46609669761943,1,4
Second Class,Pacific,Wicked Choccy's,2147.2087400803284,3,4
Second Class,Pacific,Wicked Choccy's,2147.2087400803284,8,4
Standard Class,Interior,Lot's O' Nuts,981.9658789246068,4,7
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,3,5
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,1,7
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,5,7
Second Class,Interior,Lot's O' Nuts,1457.4325478617507,3,4
Standard Class,Interior,Wicked Choccy's,767.3939549308957,4,7
Second Class,Pacific,Wicked Choccy's,2399.7166796329857,1,4
Second Class,Pacific,Lot's O' Nuts,1161.1671330014183,3,3
Second Class,Pacific,Lot's O' Nuts,319.06007095999223,3,4
Standard Class,Pacific,Wicked Choccy's,2153.343062292087,2,5
Standard Class,Pacific,Wicked Choccy's,2358.5047550682953,4,6
Standard Class,Interior,Wicked Choccy's,768.5044899184401,10,7
Standard Class,Interior,Lot's O' Nuts,1457.4325478617507,3,7
Standard Class,Pacific,Wicked Choccy's,2153.343062292087,9,5
Second Class,Gulf,Lot's O' Nuts,1251.0144302069987,4,3
Standard Class,Pacific,Wicked Choccy's,1812.6217693575913,3,5
Standard Class,Interior,Lot's O' Nuts,864.2514931058013,2,6
First Class,Atlantic,Lot's O' Nuts,2046.5514801303018,1,2
Second Class,Gulf,Wicked Choccy's,536.5054753563431,4,3
Second Class,Interior,Lot's O' Nuts,1158.4015998906855,3,5
Second Class,Interior,Lot's O' Nuts,971.8937609924294,4,4
Second Class,Pacific,Wicked Choccy's,2195.5634943549016,3,4
Second Class,Atlantic,Wicked Choccy's,715.9906920347423,4,4
Same Day,Gulf,Lot's O' Nuts,1558.6730885753404,3,0
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,3,5
Standard Class,Interior,Wicked Choccy's,920.2494066294239,1,5
Second Class,Atlantic,Lot's O' Nuts,2140.8841370533396,2,3
Standard Class,Pacific,Wicked Choccy's,2139.912332310119,3,5
First Class,Pacific,Wicked Choccy's,2157.0150241557785,3,2
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,7,5
Second Class,Gulf,Lot's O' Nuts,1567.3326903732516,7,5
Second Class,Gulf,Wicked Choccy's,466.91335052102545,2,5
Second Class,Gulf,Lot's O' Nuts,1567.3326903732516,4,3
First Class,Atlantic,Lot's O' Nuts,981.9658789246068,5,2
Standard Class,Pacific,Lot's O' Nuts,386.83003298734036,2,5
Standard Class,Atlantic,Wicked Choccy's,716.1677373489346,2,7
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,8,7
Standard Class,Gulf,Lot's O' Nuts,1964.1105333896971,6,6
Standard Class,Atlantic,Wicked Choccy's,640.4214007710173,1,7
First Class,Gulf,Lot's O' Nuts,1573.867861428789,13,1
Second Class,Gulf,Lot's O' Nuts,1939.8016452524282,3,4
First Class,Atlantic,Lot's O' Nuts,2142.2345958934734,3,1
First Class,Gulf,Secret Factory,625.9350078501705,1,1
Second Class,Interior,Lot's O' Nuts,971.8937609924294,4,4
Same Day,Pacific,Wicked Choccy's,2401.64471699006,1,0
Standard Class,Pacific,Wicked Choccy's,2157.0150241557785,5,5
Standard Class,Interior,Lot's O' Nuts,976.3720918916192,14,7
Standard Class,Atlantic,Lot's O' Nuts,2074.091779756445,2,5
Same Day,Interior,Lot's O' Nuts,1457.4325478617507,3,0
Second Class,Pacific,Wicked Choccy's,2401.64471699006,1,4
Standard Class,Pacific,Wicked Choccy's,2130.6117003021213,4,6
Standard Class,Pacific,Lot's O' Nuts,394.97435771587914,1,6
Standard Class,Atlantic,Lot's O' Nuts,2054.868347108198,1,5
First Class,Pacific,Wicked Choccy's,2343.8644619531683,2,2
Standard Class,Gulf,Lot's O' Nuts,1773.6902647650586,5,6
Standard Class,Atlantic,Wicked Choccy's,640.6049843135982,1,6
First Class,Pacific,Lot's O' Nuts,385.46609669761943,8,2
Standard Class,Interior,Wicked Choccy's,841.391572033541,2,5
First Class,Pacific,Lot's O' Nuts,389.27048109890546,11,1
Same Day,Atlantic,Lot's O' Nuts,2144.332624357945,2,0
Same Day,Atlantic,The Other Factory,955.7890449204729,5,0
Standard Class,Interior,Secret Factory,858.1016966036319,6,5
Second Class,Pacific,Wicked Choccy's,2149.8916730811757,2,4
Standard Class,Gulf,Lot's O' Nuts,1779.7765334749345,2,6
First Class,Interior,Lot's O' Nuts,1160.7743641449697,4,1
Standard Class,Interior,Lot's O' Nuts,864.2514931058013,5,7
First Class,Pacific,Wicked Choccy's,2131.894630579603,4,2
Standard Class,Interior,Wicked Choccy's,871.8307495621052,4,6
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,2,6
Standard Class,Atlantic,Wicked Choccy's,716.1677373489346,3,5
Standard Class,Gulf,Wicked Choccy's,496.7192311198306,2,6
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,2,7
Second Class,Atlantic,Wicked Choccy's,721.4927883494037,2,4
Standard Class,Gulf,Lot's O' Nuts,1500.9468761529554,9,6
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,7,7
Standard Class,Interior,Lot's O' Nuts,962.4728581160551,9,6
Standard Class,Atlantic,Wicked Choccy's,716.1677373489346,6,5
Second Class,Pacific,The Other Factory,1610.2646202134622,2,3
Second Class,Pacific,Wicked Choccy's,2149.8916730811757,3,3
Standard Class,Pacific,Wicked Choccy's,2358.5047550682953,7,7
Same Day,Interior,Wicked Choccy's,871.491412618307,1,0
Standard Class,Atlantic,Wicked Choccy's,913.2234896708183,2,6
Standard Class,Pacific,Wicked Choccy's,2149.918618478605,2,5
Standard Class,Pacific,Lot's O' Nuts,386.83003298734036,3,7
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,4,6
Same Day,Interior,Wicked Choccy's,762.959591962414,4,0
Second Class,Atlantic,Lot's O' Nuts,2144.332624357945,3,5
Standard Class,Pacific,Lot's O' Nuts,386.83003298734036,2,5
Second Class,Interior,Wicked Choccy's,909.6036475036664,2,3
First Class,Pacific,Wicked Choccy's,2157.0150241557785,2,1
Second Class,Atlantic,Wicked Choccy's,716.1677373489346,1,5
Second Class,Atlantic,Wicked Choccy's,721.4927883494037,3,5
Standard Class,Interior,Lot's O' Nuts,875.8358763714116,2,5
Standard Class,Gulf,Wicked Choccy's,217.9047881826417,3,7
First Class,Pacific,Lot's O' Nuts,318.25023703183496,3,1
Second Class,Interior,Wicked Choccy's,871.491412618307,3,3
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,2,6
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,5,7
Second Class,Atlantic,Lot's O' Nuts,2140.8841370533396,3,3
Standard Class,Pacific,Wicked Choccy's,2147.2087400803284,2,5
First Class,Atlantic,Lot's O' Nuts,2142.2345958934734,2,2
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,2,7
Standard Class,Interior,Lot's O' Nuts,962.4728581160551,9,6
Second Class,Interior,Lot's O' Nuts,1624.15809266587,8,4
Standard Class,Pacific,Lot's O' Nuts,691.0837284069044,2,5
Same Day,Pacific,Lot's O' Nuts,386.83003298734036,4,0
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,10,7
Second Class,Interior,Lot's O' Nuts,1502.1583316175079,3,4
Standard Class,Atlantic,Wicked Choccy's,789.5704770892953,3,7
First Class,Atlantic,Lot's O' Nuts,2142.2345958934734,4,1
Standard Class,Atlantic,Lot's O' Nuts,2023.453253923506,3,5
Standard Class,Atlantic,Wicked Choccy's,789.5704770892953,4,6
Standard Class,Atlantic,Lot's O' Nuts,2079.993373016822,2,5
Standard Class,Pacific,Lot's O' Nuts,359.02341703919166,5,6
Same Day,Atlantic,Lot's O' Nuts,1664.1851047612984,4,0
Standard Class,Atlantic,Lot's O' Nuts,2079.993373016822,3,6
Standard Class,Atlantic,Wicked Choccy's,719.4714404454609,2,6
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,3,6
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,3,6
Second Class,Interior,Wicked Choccy's,871.8307495621052,5,5
Standard Class,Pacific,Lot's O' Nuts,385.46609669761943,5,5
First Class,Interior,Lot's O' Nuts,1693.7600129047557,5,1
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,2,6
Second Class,Pacific,Lot's O' Nuts,643.5101842968278,1,3
Standard Class,Atlantic,Secret Factory,863.8615560804949,4,6
Second Class,Atlantic,Wicked Choccy's,719.4714404454609,5,3
Standard Class,Pacific,Lot's O' Nuts,617.0965765750991,3,7
Standard Class,Atlantic,Wicked Choccy's,721.4927883494037,6,5
Standard Class,Atlantic,Wicked Choccy's,719.4714404454609,1,5
First Class,Interior,Lot's O' Nuts,1456.7435840913759,3,1
Second Class,Atlantic,Lot's O' Nuts,2142.2345958934734,4,3
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,3,5
Standard Class,Atlantic,Lot's O' Nuts,2180.3275909411796,3,6
Standard Class,Atlantic,Wicked Choccy's,721.4927883494037,8,5
First Class,Interior,Lot's O' Nuts,933.9085344336164,7,1
Standard Class,Interior,Lot's O' Nuts,976.3720918916192,6,7
Standard Class,Interior,Wicked Choccy's,869.5019688496079,3,5
Standard Class,Pacific,Wicked Choccy's,2399.7166796329857,2,7
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,2,6
First Class,Pacific,Lot's O' Nuts,687.4765257830043,3,1
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,2,7
Standard Class,Pacific,Wicked Choccy's,2147.2087400803284,4,7
First Class,Pacific,Lot's O' Nuts,378.36278410044537,6,2
Standard Class,Pacific,Wicked Choccy's,2401.64471699006,2,5
Standard Class,Pacific,Wicked Choccy's,2147.2087400803284,8,5
Standard Class,Pacific,Lot's O' Nuts,385.46609669761943,2,7
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,3,5
First Class,Pacific,Lot's O' Nuts,378.36278410044537,2,1
Standard Class,Pacific,Lot's O' Nuts,1161.621416898878,1,5
Standard Class,Interior,Wicked Choccy's,727.7955371626073,5,7
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,4,5
Standard Class,Atlantic,Wicked Choccy's,981.9658789246068,1,6
Second Class,Pacific,Lot's O' Nuts,386.83003298734036,2,3
Standard Class,Interior,Wicked Choccy's,874.8008207460541,5,5
Standard Class,Interior,Wicked Choccy's,762.959591962414,5,6
Second Class,Gulf,Wicked Choccy's,435.82930738102635,3,3
Standard Class,Interior,Lot's O' Nuts,877.9242078050984,4,6
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,1,5
Standard Class,Atlantic,Wicked Choccy's,634.3251241137547,3,7
Standard Class,Gulf,Lot's O' Nuts,1945.9945320108393,5,7
Standard Class,Gulf,Wicked Choccy's,536.5054753563431,4,5
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,4,5
Second Class,Pacific,Lot's O' Nuts,309.4383475608288,2,3
Standard Class,Pacific,Wicked Choccy's,2147.2087400803284,4,7
Standard Class,Interior,Wicked Choccy's,722.955813229426,3,5
Standard Class,Pacific,Lot's O' Nuts,981.9658789246068,6,7
Standard Class,Pacific,Lot's O' Nuts,386.83003298734036,1,6
Second Class,Pacific,Lot's O' Nuts,309.4383475608288,4,5
First Class,Pacific,Lot's O' Nuts,387.99286355234057,5,2
Standard Class,Pacific,Lot's O' Nuts,387.99286355234057,1,7
Second Class,Atlantic,Wicked Choccy's,721.4927883494037,6,4
Standard Class,Pacific,Lot's O' Nuts,604.8917959518899,7,7
Standard Class,Gulf,Lot's O' Nuts,1953.1123386063036,2,5
First Class,Atlantic,Lot's O' Nuts,2079.993373016822,2,1
Standard Class,Interior,Wicked Choccy's,762.959591962414,9,7
Standard Class,Pacific,Wicked Choccy's,1440.9126860010647,2,5
Same Day,Atlantic,Lot's O' Nuts,2078.6537691730177,14,0
First Class,Atlantic,Lot's O' Nuts,1982.5948613310302,7,2
Standard Class,Atlantic,Wicked Choccy's,715.9906920347423,2,7
First Class,Atlantic,Lot's O' Nuts,2142.2345958934734,3,1
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,2,5
Standard Class,Atlantic,Lot's O' Nuts,981.9658789246068,3,7
Standard Class,Interior,The Other Factory,495.0558375425928,5,5
Standard Class,Interior,Wicked Choccy's,774.3146445075676,2,7
Second Class,Pacific,Lot's O' Nuts,688.8830311589684,6,3
Second Class,Atlantic,Wicked Choccy's,981.9658789246068,9,3
Standard Class,Atlantic,Lot's O' Nuts,981.9658789246068,6,6
Second Class,Pacific,Lot's O' Nuts,1161.621416898878,8,4
Standard Class,Gulf,Wicked Choccy's,540.4048564236693,2,7
Second Class,Pacific,Lot's O' Nuts,688.8830311589684,4,4
Second Class,Pacific,Lot's O' Nuts,688.8830311589684,2,5
Standard Class,Pacific,Wicked Choccy's,2139.912332310119,10,6
Second Class,Pacific,Lot's O' Nuts,386.83003298734036,8,3
Standard Class,Pacific,Lot's O' Nuts,523.4439513327604,2,7
Standard Class,Interior,Lot's O' Nuts,981.9658789246068,1,7
Standard Class,Atlantic,Lot's O' Nuts,2074.091779756445,3,5
First Class,Atlantic,Wicked Choccy's,719.4714404454609,2,1
Standard Class,Atlantic,Lot's O' Nuts,2074.091779756445,6,7
Standard Class,Atlantic,Wicked Choccy's,634.3251241137547,2,6
Standard Class,Atlantic,Lot's O' Nuts,2079.993373016822,6,7
Standard Class,Atlantic,Wicked Choccy's,642.6091033973505,14,5
Standard Class,Atlantic,Wicked Choccy's,721.4927883494037,1,6
Standard Class,Gulf,Wicked Choccy's,519.4810768346578,2,6
Standard Class,Atlantic,Lot's O' Nuts,981.9658789246068,2,5
Standard Class,Pacific,Wicked Choccy's,2157.0150241557785,3,5
Standard Class,Atlantic,Lot's O' Nuts,2158.292968215426,4,6
Second Class,Atlantic,Wicked Choccy's,640.4214007710173,7,5
First Class,Atlantic,Lot's O' Nuts,2074.091779756445,3,2
Standard Class,Pacific,Lot's O' Nuts,309.4383475608288,2,5
Standard Class,Atlantic,Wicked Choccy's,715.9906920347423,2,6
Standard Class,Interior,Lot's O' Nuts,1456.7435840913759,3,5
Standard Class,Interior,Wicked Choccy's,767.3939549308957,3,6
First Class,Atlantic,Lot's O' Nuts,2074.091779756445,9,1
Standard Class,Interior,Lot's O' Nuts,1624.15809266587,2,6
Standard Class,Atlantic,Wicked Choccy's,719.4714404454609,4,6
Standard Class,Atlantic,Wicked Choccy's,715.9906920347423,3,5
Standard Class,Interior,Lot's O' Nuts,976.3720918916192,1,5
Standard Class,Interior,Wicked Choccy's,871.491412618307,7,5
Standard Class,Atlantic,Wicked Choccy's,640.4214007710173,3,6
Same Day,Pacific,Wicked Choccy's,2354.839579523309,1,0
Standard Class,Interior,Wicked Choccy's,726.1783906538437,3,7
Standard Class,Interior,Lot's O' Nuts,1624.15809266587,13,5
Second Class,Atlantic,Wicked Choccy's,634.3251241137547,2,3
Same Day,Atlantic,Lot's O' Nuts,2080.3163308991593,2,0
First Class,Atlantic,Wicked Choccy's,557.3396463454519,2,2
Standard Class,Pacific,Lot's O' Nuts,387.99286355234057,1,5
Same Day,Atlantic,Lot's O' Nuts,2159.5619839084525,11,0
Standard Class,Interior,Wicked Choccy's,995.4066217213552,3,7
Same Day,Atlantic,Wicked Choccy's,721.6498399287314,3,0
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,2,7
Standard Class,Pacific,Lot's O' Nuts,387.99286355234057,3,5
Standard Class,Atlantic,Wicked Choccy's,642.6091033973505,2,5
Standard Class,Interior,Lot's O' Nuts,1452.2797128658538,3,6
Second Class,Atlantic,Wicked Choccy's,640.6049843135982,9,5
First Class,Atlantic,Lot's O' Nuts,2080.3163308991593,2,1
Standard Class,Atlantic,Wicked Choccy's,715.9906920347423,1,5
Standard Class,Atlantic,The Other Factory,952.0017565084772,3,6
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,3,7
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,6,7
Standard Class,Interior,Lot's O' Nuts,981.9658789246068,4,6
Standard Class,Atlantic,Lot's O' Nuts,2079.993373016822,2,6
Standard Class,Interior,Lot's O' Nuts,981.9658789246068,3,7
First Class,Interior,Lot's O' Nuts,971.8937609924294,3,1
Same Day,Pacific,Lot's O' Nuts,791.0814059538063,3,0
Second Class,Interior,Lot's O' Nuts,981.9658789246068,5,4
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,3,7
First Class,Pacific,Lot's O' Nuts,450.35137197821376,1,1
Standard Class,Interior,Lot's O' Nuts,981.9658789246068,5,5
First Class,Gulf,Lot's O' Nuts,1769.4915829558145,4,2
Standard Class,Atlantic,Lot's O' Nuts,1725.989538677042,3,6
Second Class,Interior,Wicked Choccy's,871.8307495621052,2,4
Standard Class,Pacific,The Other Factory,1807.3301773179733,3,5
Second Class,Pacific,Lot's O' Nuts,687.4765257830043,2,5
First Class,Pacific,Lot's O' Nuts,450.35137197821376,2,1
Standard Class,Pacific,Wicked Choccy's,2358.5047550682953,1,7
Standard Class,Pacific,Lot's O' Nuts,1161.1671330014183,2,5
Standard Class,Atlantic,Lot's O' Nuts,2066.1430111478903,6,7
Second Class,Pacific,Wicked Choccy's,2081.051746491517,14,3
First Class,Interior,Lot's O' Nuts,1624.15809266587,3,2
First Class,Atlantic,Wicked Choccy's,716.1677373489346,2,2
Standard Class,Interior,Wicked Choccy's,1008.7577457665099,2,5
Second Class,Interior,Lot's O' Nuts,981.9658789246068,8,5
Standard Class,Interior,Lot's O' Nuts,872.928444195716,1,5
Second Class,Gulf,Lot's O' Nuts,1894.9133191069614,8,3
First Class,Interior,Lot's O' Nuts,971.8937609924294,5,2
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,3,5
Standard Class,Atlantic,Wicked Choccy's,715.9906920347423,5,6
Standard Class,Atlantic,Lot's O' Nuts,1696.4970961549232,5,5
Second Class,Interior,Lot's O' Nuts,1685.5735451477588,2,4
Standard Class,Gulf,Lot's O' Nuts,1947.4975048973401,3,6
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,2,5
Standard Class,Atlantic,Wicked Choccy's,534.7901065128382,4,5
Same Day,Atlantic,Wicked Choccy's,715.9906920347423,2,0
First Class,Atlantic,Lot's O' Nuts,2141.889502951955,3,1
Standard Class,Atlantic,Lot's O' Nuts,981.9658789246068,5,7
Standard Class,Pacific,Lot's O' Nuts,319.06007095999223,4,5
Second Class,Pacific,Lot's O' Nuts,489.6577639412585,3,4
Standard Class,Pacific,Lot's O' Nuts,387.99286355234057,4,5
